hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
12	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
13	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
14	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
15	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
16	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
17	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
18	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
19	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
20	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
21	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
22	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
23	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
24	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
25	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
26	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
27	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
28	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
29	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
30	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
31	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
32	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
33	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
34	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
35	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
36	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
37	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
38	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
39	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
40	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
41	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
42	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
43	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
44	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
45	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
46	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
47	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
48	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
49	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
50	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
51	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
52	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
53	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Sechs auf viertem Platz bedeutet:	Six in fourth place means:	Six in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
54	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
55	L4_etiqueta	pair	80%	80%	strong_align	Alineación fuerte	Neun auf viertem Platz bedeutet:	Nine in fourth place means:	Nine in the fourth place means:	Primera línea alineada (Jaccard 80%). | Solapamiento léxico alto MT↔Baynes (80%).
